"","GeneralType","Type","PRKCZ","EPHA2","PINK1","ID3","SFN","SESN2","SLC2A1","PTPRF","CDKN2C","JUN","GADD45A","GNG12","SHC1","LAMC1","PIK3C2B","LAMB3","TRAF5","DUSP10","CAPN2","ID2","TRIB2","TP53I3","LTBP1","EPAS1","EPCAM","HK2","CAPG","DUSP2","SPC25","ITGA6","FZD7","IDH1","FN1","IGFBP2","ARL4C","PPARG","TGFBR2","KIF15","CDC25A","LAMB2","FLNB","MITF","PHLDB2","MYLK","TIPARP","MECOM","TNIK","PLD1","TNFSF10","CLDN1","BCL6","SGCB","IL8","PTPN13","PITX2","CAMK2D","VEGFC","PARP8","ITGA2","IL6ST","MAP3K1","PLK2","SSBP2","EGR1","DUSP1","FOXC1","NEDD9","DDR1","HSPA1A","HSPA1B","BAG2","CD109","AIM1","SESN1","FYN","SGK1","MAP3K5","TNFAIP3","PERP","FAM20C","PDGFA","MAD1L1","TWIST1","GLI3","STK17A","IGFBP3","GRB10","CDK6","LAMB1","MET","HIPK2","PARP12","TNFRSF10A","DUSP4","FGFR1","SNAI2","LYN","E2F5","CCNE2","FZD6","EXT1","SNTB1","CDKN2A","TLE1","NEK6","DIP2C","CAMK1D","ITGB1","DKK1","AIFM2","PCBD1","DDIT4","FAS","DUSP5","MGMT","CD82","DDB2","DTX4","CCND1","ENDOD1","BIRC3","CASP4","ETS1","PTPN6","EPS8","MGST1","PRICKLE1","DDIT3","DUSP6","SOCS2","ELK3","FARP1","ZIC2","EFNB2","IRS2","COL4A1","COL4A2","PCK2","PRKD1","CFL2","NFKBIA","PYGL","BMP4","DAAM1","SIX4","HSPA2","FOS","VRK1","EVL","THBS1","IDH2","BLM","MVP","MLKL","PLCG2","JUP","FZD2","MAP2K6","RAC3","NDC80","LAMA3","TCF4","ATP8B1","PMAIP1","GADD45B","ICAM1","ICAM3","CDKN2D","DLL3","AXL","RELB","RRAS","TRIB3","PLCB4","PYGB","ID1","CD40","SIK1","PDK3","MSN","PHKA1","FLNA"
"SIMA","neuroblastoma","neuroblastoma",6.675297208,3.93854849,4.467177988,8.455685668,3.873585594,6.53023399,6.081343773,7.316845198,7.537286609,5.620075908,9.809469412,4.885206044,8.484768694,7.988460252,5.778182081,3.805005589,6.141219112,5.030104996,5.25206081,3.407166783,8.711907345,5.383773248,4.255492312,6.555532013,3.246710582,7.136677422,3.557110461,3.466131269,6.130180621,2.689266945,3.417301505,8.107796792,3.089212629,9.789504937,7.788753143,3.919410392,3.871004591,6.911634432,6.41028308,4.502331133,6.269710593,3.848865692,3.331169934,3.304990137,5.267937051,3.338460091,2.921817119,3.154877996,2.942320542,3.316951731,3.371700791,5.997590225,3.30976512,5.595150763,4.471093069,4.536849664,3.220653969,4.318198925,2.879271986,4.721759024,8.640029765,3.79743847,7.42094894,6.614119924,4.494789808,3.289944682,2.783772457,5.510952106,6.817819083,8.44104207,5.560310765,3.279089436,3.290829607,7.572507093,7.368095223,3.015745625,6.020451698,3.440342994,4.504507312,6.562160908,4.038023732,6.146931454,4.67191981,3.433950284,4.332358489,3.107405377,3.608715326,8.773713114,6.175178551,3.351651666,5.553245529,4.412444688,3.806871075,10.0174298,4.669668429,5.846296277,8.300444539,8.832522276,4.722784808,5.285042829,4.920054804,3.407797178,4.150649924,9.127142227,3.870767008,6.557016224,6.588891168,7.056529652,10.09040935,3.191124036,8.902294401,9.267900238,3.956711037,4.81225469,8.278335542,3.877441587,7.702906557,3.465934844,6.479248479,4.636018866,3.179860136,3.469725964,3.644276924,3.640257746,3.531505377,3.803079692,4.736549091,6.726403446,6.382480997,5.99716426,6.39263934,8.511521284,3.084262586,3.86833816,8.305390363,3.897893477,3.67292868,6.12343653,7.02751819,8.515846191,7.546733575,3.713275654,3.437180129,7.480042842,4.95952559,5.115814958,4.264527404,8.347316668,6.628238078,3.274669596,8.55863319,7.951003809,4.89121562,4.265780065,3.285617713,7.810200325,7.834997095,4.325330506,9.612143038,7.016139963,3.326258656,9.835755047,2.841913951,7.718736432,3.875750656,3.204220549,4.894370582,6.100344344,8.156946981,3.556618649,5.44618764,6.5261058,7.82171516,5.421587181,4.306193753,8.783627618,3.659370038,5.444910637,3.874620235,4.969916012,5.319164894,4.708352631
"SK-N-AS","neuroblastoma","neuroblastoma",3.503383876,5.55360314,6.38650983,8.100383981,4.016817991,5.186972511,4.914087884,6.558370986,8.627979626,4.521257453,9.871378766,6.550383138,9.845668975,8.267787173,5.088278364,3.991024235,6.762756233,5.038380008,8.645883493,8.08468374,8.125900853,6.099038224,4.234307785,4.387361009,2.916846741,5.247895654,3.475762535,3.43570504,7.33906458,4.233659256,5.016102654,7.666025338,5.140747905,10.48910682,7.113953864,8.529778217,3.903654715,5.046228789,4.698528081,5.399072841,5.884036381,4.097900817,4.135459829,3.971998495,5.662928254,3.303341201,5.677619031,3.867708941,3.358060449,3.542771116,4.362826188,6.055598862,3.81901319,5.137823561,4.527871499,5.905794942,3.396073488,5.692388513,9.035648844,6.73908797,10.7458966,4.434227949,8.545043983,6.672972735,4.009685428,4.032538735,2.927894201,4.747156135,10.45432299,8.478927381,7.236576527,3.096598868,3.732567294,3.437133019,4.650954292,5.36095189,3.23623151,3.629402434,4.808070151,3.907511521,4.046726595,6.068664542,10.49389984,6.003060461,7.56878485,3.552442346,3.752462814,9.048792477,6.03249682,3.516179986,5.073425864,6.248848834,3.877575842,8.73052496,5.560461677,7.154095802,6.335021564,9.152980978,4.719860809,3.819973163,8.574953904,4.22342724,4.919718204,5.764745693,6.911523772,5.405915397,4.439175784,7.927946411,11.02231694,4.327066823,8.852964815,8.282036119,4.380158802,7.161799622,8.061364427,5.045273335,5.724957982,4.287760571,6.099618709,5.578041044,4.013747015,6.16712195,3.507440386,3.787279921,5.08073987,3.717143124,4.176863113,4.063277151,10.71047983,5.185930001,7.10283305,5.838747874,3.603972972,3.877726788,7.262899687,4.064848062,3.946560359,5.309853019,2.573796148,7.306222664,9.078173748,9.276843385,4.104069601,6.883064794,4.468141248,7.962516005,4.820429477,7.591584639,6.285112466,4.970597307,7.452511218,7.36823854,7.565615604,6.557915613,3.043627242,6.511995315,7.523262456,6.767794815,8.906064828,7.236246248,2.747876594,10.08093469,3.069070894,7.3352131,4.186331765,4.212116366,7.093012691,6.516226562,7.213767286,4.788248102,5.451524719,8.289948203,5.73222693,5.446293812,4.737597141,9.979089484,3.433484407,4.092203967,4.864436471,8.420607793,5.24122195,6.433131888
"SK-N-DZ","neuroblastoma","neuroblastoma",7.14694986,3.389911204,6.555598173,8.998015416,3.43818531,5.918871604,5.608748651,7.887203753,7.335782319,6.853067698,8.534560142,5.20853123,6.844349327,7.605649992,6.347948302,4.164224561,6.96367263,4.038657691,7.720818904,7.3848478,7.862633382,6.138444757,3.623268419,4.738273534,3.028097998,7.185643401,4.092660032,4.064263219,7.251962785,2.735129319,3.329703287,8.145038693,6.329467239,8.653330273,6.610964686,4.487924997,3.377967103,6.996619195,5.540719572,3.738821911,5.752599726,3.529159667,3.447601047,4.076966889,4.05802514,3.42557375,6.494915704,3.248340734,3.167808809,3.291656373,3.623602811,6.163066069,3.315725777,6.478603661,3.949782198,4.417287016,3.450611865,4.379823711,3.004620102,3.68798881,7.360646464,4.057361982,6.925995084,6.218245894,4.343953006,4.624182806,2.942067593,4.221811706,3.001272678,8.428676363,5.428294044,3.163255912,3.034844598,5.392390188,6.6286334,3.387049509,3.349207849,3.416557115,4.499146684,6.332469488,3.75836255,6.579520609,9.703241085,4.242702974,4.722865772,3.096087399,4.524399374,10.02928174,5.768868033,3.575002634,6.977454745,4.558595922,3.629713012,4.180455578,4.375038103,4.878871843,8.166342518,9.32601886,4.96678172,5.389441852,5.39683909,3.583503924,6.731652254,9.086507664,3.812924369,6.473945199,6.072746026,6.609952793,5.012454856,3.424849058,7.887471246,8.401857596,3.840763948,3.254469934,6.826533226,3.78772537,6.183150021,8.273277858,7.938171099,4.384848034,3.036866369,3.399689968,3.702330547,4.79440076,4.73530149,3.898026873,4.748836381,5.153135658,3.058854327,6.471065795,4.289769097,7.611748578,2.878515544,4.526501246,6.303946422,6.447710766,8.802477779,6.813729442,5.275778709,7.706169338,7.844269889,7.141436249,3.012464574,8.228253449,8.06542633,5.30716863,4.413166525,7.840770766,6.389711581,3.058845067,8.760419929,8.416813145,5.431851507,4.544150436,3.023476846,7.977612132,7.16305661,6.826709133,10.11436929,7.758155821,2.973231596,8.144610461,2.741328625,8.510331094,4.264695865,3.391901288,4.796741878,7.522161382,7.549748844,3.738954911,3.564274992,4.396776019,5.123100567,5.47979457,7.324083709,9.745809765,4.120370897,4.671150546,4.815933882,3.244284825,5.787478919,5.847819077
"SK-N-FI","neuroblastoma","neuroblastoma",6.026648563,3.130117863,7.039159143,6.240520457,3.655684679,6.421561167,5.581244749,6.036416917,7.868929549,6.78492388,8.092980828,5.03738779,7.796958289,7.094516249,5.547980511,3.684691206,6.497072051,5.464283766,5.364318157,3.810930819,10.05682612,7.886404872,6.30663241,4.947445932,3.0410488,6.715577836,3.512948365,3.657602894,4.908156546,8.314313799,6.122085728,8.95204841,3.029760075,8.169692674,7.251512129,4.439311198,3.556161345,4.790466765,5.039447072,4.584609709,6.180645517,3.780503397,3.339495939,4.756460968,4.388456143,3.094706068,5.319203883,3.43579076,2.723207641,3.207601246,3.765524837,7.097829024,4.174828047,6.517682076,4.589583565,4.7834538,3.103557419,6.155713077,3.012168419,4.78633906,8.143506582,7.178213576,8.703526243,6.322588719,3.52997054,7.954146397,3.061475392,5.68861719,10.8526397,9.252466091,6.770405187,3.072026524,2.805018456,6.109086694,8.344579631,3.093854875,3.100614008,3.096333848,4.012493075,5.56410745,3.354029308,4.919899053,9.161000314,3.378045389,6.847910847,3.086311454,3.336647649,9.134127727,5.038882388,3.713631684,5.82759829,5.937803777,3.813564764,11.82823252,5.200056529,6.01705059,8.105135005,9.37364084,4.278973465,5.872519004,6.325549013,5.225694939,3.675642283,8.098165424,3.367924781,5.902510231,6.59211696,7.196750129,9.176649098,4.506851165,8.333259163,7.62024026,3.46097964,6.516865087,7.154308338,3.730528776,4.184841702,7.694257245,6.992783388,5.681882665,3.06544981,3.304333461,3.314931964,3.736074811,3.7367411,3.968386958,9.664038252,5.367711718,9.978329409,8.206368316,6.944493719,6.254596189,3.163641292,6.467735252,10.08773272,3.357018341,3.575924707,5.365836069,3.788552533,7.861274738,6.73407214,5.433000697,2.980170073,8.567307593,3.64306616,6.060135248,3.714784814,6.432975547,4.946753977,3.093714904,5.71786342,7.629040835,4.811079622,3.82611585,3.758077025,6.44868315,3.763400641,7.9465116,7.374588465,6.379894573,3.062972378,9.451193209,2.883567403,8.02573872,3.517227333,3.08569747,4.406675012,6.960659797,7.774946159,3.464663938,4.39651457,5.628827243,5.36588374,5.315024451,5.576980842,5.540021802,3.282376654,4.218789367,4.47833839,7.97197632,5.417187849,5.146159434
"TGW","neuroblastoma","neuroblastoma",3.010350926,4.112546776,5.325920422,9.391601753,3.064162962,7.357935315,5.278950775,7.578686194,8.582622921,5.800879862,8.692657797,8.115393925,7.952916987,7.873950468,6.447719484,3.618251792,6.55745376,4.918265181,6.848095792,8.764334921,8.441651456,6.116781417,3.256370801,3.811029775,3.730890675,7.994519215,3.021772461,3.25255683,7.689770933,5.712200837,4.832086308,8.130524196,8.801149635,9.676866746,5.883848073,3.426217481,3.842542039,6.765321585,5.334013537,3.348806919,5.912283183,4.341574553,3.997963971,3.843403825,5.365454345,5.724490705,5.330472818,3.443120846,2.889310119,3.201445122,3.283564284,7.130698813,3.331418502,7.828236718,4.222620239,5.510820076,6.113951175,4.83792781,4.825371223,5.017096019,9.970720278,5.059462333,6.749539469,4.981426707,4.027342764,9.214339938,2.922875142,4.164556132,3.464187898,8.249852105,6.815804292,3.224766625,2.96909796,5.439521266,7.012211617,3.626578279,4.827733129,3.19733514,3.61801325,6.932266257,3.023094406,5.608782877,9.077355578,3.163756683,4.566694027,3.513633628,3.360944433,10.88100848,6.278463742,3.350278883,7.348353255,3.425078436,3.400074832,9.19934802,5.095440317,7.246654599,7.382129793,9.132638922,5.13856301,5.516735436,6.676852033,3.130656888,6.121125849,8.472276507,3.738265664,6.649697467,6.944726183,8.204567624,2.92283401,3.223728987,7.287322409,10.05710577,3.242147819,4.082468938,6.830771873,3.932052612,2.624208508,7.387295087,8.729692475,4.598000341,2.865834367,3.277815295,3.970747377,3.568889232,6.026027699,3.803417345,7.595295177,4.535827159,7.570962909,7.444851952,7.56495938,7.603751159,3.592105354,6.705021495,7.854918859,3.296688911,3.33052057,5.760493505,2.415238121,7.715182409,7.092116021,5.74071175,3.863849608,8.157198393,7.391015741,3.393002001,3.382373739,8.881358388,7.096222901,3.200903022,8.09132964,8.483740849,4.287885922,3.239143319,3.17065514,6.872561949,7.76660793,6.699502144,9.073760212,7.50409788,3.018200388,9.653169653,2.697249722,9.723657754,3.561482248,3.034310094,4.204559221,5.814023673,7.824813615,3.446946551,3.245600943,4.346879434,3.993822834,4.788488398,6.042522023,8.111977474,3.475334318,5.619001598,5.129895035,3.728571114,2.985100742,6.278968371
"AsPC-1","pancreas","pancreas",6.351805306,7.81148283,8.07271033,3.402349113,8.82522873,9.095744571,7.553808293,7.285245948,3.987160209,9.018780485,9.522983167,7.979680107,7.742401952,6.531659243,6.691488499,8.728926202,8.017615903,5.937076994,9.903712314,3.414951279,6.721115903,7.719580827,6.026910837,5.744732968,10.52993839,5.685425413,9.821961035,4.000548955,3.441266888,8.576644149,5.295637848,10.26545728,3.536345175,3.390345711,9.601676134,9.536158337,7.407305787,3.164266999,2.880215237,6.870838045,9.511861073,3.642084013,7.472796168,7.50299978,7.515532916,6.541031145,4.595248505,5.175142065,4.857021198,7.092615266,5.45356143,4.491413668,8.467839011,3.7813722,4.427998304,6.673214558,3.440760615,7.806411718,8.742966129,4.60929306,9.212363355,8.931422293,5.854720628,9.993170188,8.960013566,7.968413448,3.260397103,7.740280956,10.44971371,9.137927887,6.773609317,3.55322037,3.049846693,3.729441918,3.745434478,6.406435449,8.369699664,7.391324465,9.518877762,6.900810344,6.103576199,7.941055077,3.766993285,3.450038824,5.945328346,11.52106333,8.329223992,5.690324161,3.725064828,7.092840294,5.549847198,6.71542376,7.445968329,10.63235903,4.836687928,10.01191522,5.005304171,8.551286321,3.366372845,6.088288765,6.388717443,3.208090249,9.067786701,6.537790886,5.430382322,6.468316845,6.492023682,9.794292602,11.89116543,4.693611343,8.91932261,10.90269452,5.78447524,3.552289521,7.762403266,10.08111135,5.872934679,7.687563559,6.840939397,7.621176394,6.931459061,8.132734528,5.272994135,5.228219444,8.89238271,10.06963216,4.368904614,8.44573589,10.09424145,4.677764231,7.523813478,3.871519543,5.981418325,8.244894865,8.344681236,3.632193864,3.703380084,7.610053755,3.023699341,3.619877998,8.949306848,3.525130541,10.35126553,8.487834014,6.426279516,5.372604813,10.62650492,6.221369571,3.728498184,6.099903053,4.558988522,4.854139293,9.512315109,8.543381156,6.886454515,9.477373917,3.584658798,6.062332675,5.353169079,4.697259895,8.568168346,3.862183574,4.585624613,8.811908293,8.766863291,3.804289346,6.482910121,4.409401836,3.684770766,7.65499634,6.845346156,9.779803574,8.997601909,3.150630671,10.26737859,10.088155,3.364799442,8.409065935,3.093426941,7.587244928,5.446391933,6.928634789
"BxPC-3","pancreas","pancreas",6.779726324,7.691707851,6.230079996,5.052013838,10.5946123,6.804156473,9.256963868,7.732533542,6.534126934,7.784249605,9.360712072,6.906375617,8.426298615,7.367881589,5.613958377,7.329580289,5.08224371,6.716325874,9.639524448,3.321795152,5.624390295,6.631732371,5.440641645,5.938264961,8.569635367,6.515942437,8.456097285,3.876373992,6.539779125,9.091683255,3.976626573,8.453420884,4.312064802,9.409230669,6.218492435,8.180598947,6.095673179,6.233220739,5.578704769,4.004569489,8.457159805,6.345295797,6.04265234,3.43254179,6.690830793,7.922191361,4.036744209,4.16561632,7.882947744,8.896048516,4.74515278,4.701580452,7.136997609,5.590379651,4.576943455,4.15412597,4.583974403,5.690107024,9.02705869,5.036412978,8.069120683,7.073791823,5.263733627,7.8809708,5.136261392,7.902145466,6.275176203,7.137128832,11.06355001,9.501226632,4.461140428,7.285782469,5.801845471,5.009128949,4.692895696,6.59729614,6.918092954,6.260601962,9.963976455,3.832225314,6.951375272,6.647914612,3.005745932,5.759254487,7.623194141,3.331287116,5.648556787,8.531602038,5.673105069,6.233376834,4.842335554,8.110065236,6.737825243,10.29942386,3.34715542,10.30416273,6.615015295,4.626905622,6.626048845,8.49336366,7.560358493,3.198456936,3.506375621,7.902954167,7.510533051,5.570684884,4.043393713,8.570114158,11.03655101,4.871833039,7.582860031,9.876139508,6.296869175,8.868245899,7.97747956,8.830157148,8.199971951,9.647074218,6.76266854,6.825094012,4.547918773,7.957862688,5.178727067,6.208360084,6.654964887,11.15427933,7.212835921,4.274361814,9.310803989,5.184680176,6.504224265,4.488526334,6.257242774,6.347329125,5.399773783,3.952388898,3.512531883,6.142444922,3.532045161,6.130182503,8.691635036,9.421605694,7.182303063,9.730034445,8.402143919,4.660759445,9.313683977,8.759684099,3.946664277,7.345062479,5.981555472,8.114740615,7.628803835,8.3068799,5.748138391,9.334751922,4.939408061,3.908998063,6.343833444,7.785259261,8.893716957,3.493726875,6.674823431,8.153781701,6.220480506,6.151180658,6.812081207,5.541188447,3.68798126,7.885057733,5.872436161,10.15083421,5.706837143,3.255458748,6.686391254,10.86534429,3.646119629,8.480469407,4.535255098,9.304972515,4.624010258,8.469557489
"CAPAN-1","pancreas","pancreas",6.860614299,7.945775867,5.549559481,3.435083752,8.946887135,5.925976166,7.446163123,7.103740662,6.87728602,7.149742007,9.571235999,7.643604063,6.12543055,6.139633717,7.315537698,7.219512729,4.991963667,5.130191146,9.074400019,6.75299167,8.226194588,7.657789879,3.778138795,4.849915437,10.3719364,7.645940837,7.64024891,3.513695067,7.000574866,7.933391793,5.348873247,9.89527473,4.111672546,5.465132532,7.935967706,9.745666023,6.158007767,6.624519432,5.763833579,6.850977298,10.28965634,6.437598909,5.193785728,5.248066469,7.500170294,8.164709388,6.850188514,4.711615721,5.639880744,9.661090239,6.25942354,5.224160977,8.460681927,3.240326018,4.002733868,4.547025845,3.517138573,6.273317855,9.2577948,4.767503663,9.228205813,7.794518974,3.717543934,8.268090537,5.682677707,6.210197975,6.001984583,6.681595794,3.598571558,10.17009068,6.652279785,2.94285042,3.965728566,3.552664021,3.080027135,6.716787442,7.787695147,6.496791236,8.762384588,6.933485367,4.69220501,6.09402097,3.260846714,3.11623432,6.842700168,8.074269544,6.310637527,8.036719343,3.744307539,5.534749813,4.248184105,8.142358878,7.020825036,8.979755746,3.318855252,6.29531083,7.044313224,8.300360953,5.565982628,6.895641529,6.679557514,4.438174857,3.639271695,7.676848338,5.790099177,5.679143927,4.902350993,7.827399536,10.36057045,5.647776454,9.53740437,8.377887347,6.59156483,9.517312377,8.031440987,8.649607501,6.399001752,9.453715449,7.347899112,5.951799829,8.996019848,7.681769422,4.225021641,5.085108726,7.482941752,11.11065387,4.9821641,4.283992101,8.041551731,3.052425835,6.500565918,6.494167808,6.615652303,7.480157244,7.098326569,3.425737448,5.436346051,6.319791425,2.923564514,6.052529865,9.622211437,9.780393322,11.18540902,8.022253378,7.355317997,6.600120749,9.755331687,7.909653846,3.960429277,5.025702412,7.517353211,8.334124876,8.036170214,8.809448613,7.762915234,10.33233914,6.415357666,4.794793524,6.038203529,8.624633902,7.638498727,3.433833325,6.780455584,8.26342786,6.417215423,4.825909328,6.792978802,7.683789329,3.253883049,6.063606297,6.356160131,8.031395143,6.651590381,3.123090745,4.517912026,9.803279499,6.853324319,7.818764663,4.598417738,3.896575766,3.780370796,5.721631724
"CFPAC-1","pancreas","pancreas",7.414462868,8.241726437,7.038331902,4.286975829,9.156998758,7.239682381,9.311512495,8.017380587,7.261944591,8.29713732,9.359018113,7.631746633,8.034189943,7.92032256,5.730769035,9.227676215,6.577228666,5.862774888,10.16454691,6.862606011,5.965595854,7.469397635,3.906061704,5.468677398,10.37006883,7.68581517,9.160379668,3.381141523,7.181141735,8.767026029,6.618036754,9.003508527,7.656894748,3.483435936,10.00346325,8.408581846,6.171515852,5.336471324,3.783334899,6.176574479,8.711063502,7.109100141,5.596987537,8.067302785,6.674376442,6.900152568,4.346569201,5.328642197,6.820647425,5.328711209,6.593400243,5.454420062,9.546426969,5.124003014,4.63293054,5.654251207,5.072854963,6.90100606,8.580906345,5.24345013,9.161207893,8.938418419,5.796408869,7.215350012,5.643116588,7.826213551,4.224938328,7.780960815,11.24874633,10.24958785,7.136146643,5.632504521,5.179125918,3.403074283,3.943328281,5.818805765,7.813174181,6.502801873,8.271274604,5.677034539,5.227359484,5.355094542,3.502796782,3.457108585,8.624598227,9.064628987,7.261557388,8.158972027,6.525940391,6.225428895,6.720301465,7.261286596,6.887261161,10.38955426,4.192546675,7.725357761,6.349016942,8.413983573,4.08947826,6.029809608,7.35046351,5.959495717,8.904924144,8.01620289,7.548816479,7.006392942,5.448819667,10.20696144,11.09740315,5.23476784,9.337775949,10.85936226,6.413846573,9.861775669,7.793415507,6.737924572,6.897278186,7.810048168,7.234805834,7.533704446,7.360519018,8.217528338,5.692138225,5.298894874,7.524636663,10.7369958,7.347959572,5.745031637,9.225994135,2.67847271,7.109417011,5.404545754,4.169122586,6.574972379,6.89660714,7.372084467,8.767863872,5.96653562,4.665289598,7.860656927,8.564340693,8.074820251,8.311870078,7.531729425,7.989566349,7.557838551,7.632809964,8.458623072,4.925608053,7.31750362,8.317285242,6.867886411,7.920775229,7.900843933,3.438803808,10.19314808,5.502892289,7.264018656,6.932042765,6.212304852,9.973659343,4.184567455,5.90362902,7.89254227,8.617580362,4.13033059,6.454716352,6.773331494,4.239207056,9.007089475,5.678597829,9.850185495,8.250651248,4.585666401,9.007842342,10.52302599,8.303509609,7.060240983,5.754962743,8.77049509,4.417944085,7.805255662
"Capan-2","pancreas","pancreas",6.897250847,7.990939004,7.650168291,4.123445892,10.06677895,6.988877464,9.055155065,8.394967596,6.85174953,5.172752547,8.541096599,7.089563269,7.833273602,7.720779209,7.304820659,7.722905978,5.50650501,4.726064815,9.648429336,3.902989154,5.785176774,8.131866901,3.652386245,3.959448618,11.03622544,5.76506518,9.700036221,3.598910879,7.539380684,8.343104563,8.184196346,9.330410311,5.788506996,3.167951072,9.251971777,9.180820515,6.667116611,6.352287854,5.339706964,5.849185075,9.087475659,4.002731837,4.869144222,5.752891646,7.940110479,7.290994731,4.34239344,4.208642092,5.959666125,8.45013067,4.232932412,5.456645377,5.449797839,5.284176454,3.984662833,4.484326239,3.582660574,6.982501292,7.9683562,5.141068101,8.368536904,8.764559447,5.586487612,8.136253522,5.886819741,5.573091854,3.145016762,6.73078098,10.95052643,9.757722258,7.257696476,4.597254022,4.67545768,4.603351203,3.205787278,6.239013016,6.265677789,5.910692733,8.482613685,7.195445274,5.66249463,5.94603724,3.49808875,3.091138616,5.790911704,6.815478841,3.461520835,8.086241856,6.15000617,6.268390953,5.117391788,7.272865047,6.849732632,8.969423284,3.684065367,7.234728337,6.470485425,8.792325934,6.117021993,7.886613835,5.480352472,3.1993648,9.13278611,8.662491759,7.778050183,4.950353659,4.463670989,9.738198997,10.0403107,6.720654952,9.616615536,11.61286726,7.150603666,9.070909514,8.119139049,5.865883363,6.304409131,9.497224988,9.190775328,8.078621039,7.788141533,8.410796967,6.233751737,6.282903356,7.656341248,11.64873458,7.664400201,5.229422009,6.321066977,4.185316151,7.417672219,6.047882521,6.679586894,7.772409468,7.930425563,3.686814814,3.643706827,6.029998156,3.479708015,7.267434694,7.968058976,7.211222511,10.51561673,8.900918436,8.358276518,9.107855456,8.290106794,8.961731032,4.366989575,7.830999795,7.178938849,8.306520993,7.770052319,8.013448535,5.508589152,9.614493337,7.206081613,4.092079142,6.79929255,7.381090605,9.184279406,4.176957062,7.279989112,8.34645444,7.901213225,5.655826013,6.496947089,6.36444513,4.558015053,7.939135857,6.299941877,9.2939925,6.780603682,3.212705625,5.251300911,10.03004711,8.423975846,6.711264544,6.502663717,5.328959147,5.42516987,6.364440224
"DAN-G","pancreas","pancreas",6.121871736,6.327522139,6.023723847,4.567383954,9.765444145,5.167282012,7.445214973,7.536227021,3.686025666,7.92949714,8.461993936,7.636152557,8.32806945,7.212307462,6.480157006,6.440464709,7.20560161,6.926229198,10.02295729,3.775303955,7.649797083,7.877848559,3.322366919,5.91606212,10.46115279,8.558679878,8.599577339,4.425591117,7.843271186,10.18921455,5.236930363,8.49107566,4.24675714,3.251469632,9.079620887,9.246966265,6.659448628,6.188398411,5.252303009,5.684744904,9.554181488,3.54459324,7.274011542,6.514409202,7.90932779,6.090102353,6.902452136,5.680554688,6.079138993,8.907308003,3.938767431,4.428008812,3.784182811,5.879550435,7.655204039,4.626723956,6.569929508,5.966347659,10.0561146,4.299544421,6.819671229,6.84978419,5.254605639,6.187287991,3.791625796,7.714345428,6.112602289,7.196074246,11.32819872,10.20700465,6.714572905,7.530251216,6.64227501,4.623839661,6.553502844,7.144089314,7.016486867,6.779232913,9.595570241,3.477720698,7.275481881,6.338879296,5.424686238,3.034616527,8.440260441,2.850784538,9.12764177,8.713870915,6.80890844,6.886736113,5.601177738,8.33212077,6.123430776,10.46298198,3.337840408,9.060678427,5.964661741,8.291193334,5.504655171,7.892134106,8.911085358,3.305369528,3.373189917,8.04049328,7.076753886,4.981770991,4.745015952,8.901329048,10.92512261,6.208452308,8.658191986,9.535546774,5.968062253,9.058303415,7.364696519,7.838165341,8.434159623,9.525003225,7.476877435,5.247505709,5.052500535,8.78400164,6.568491956,6.347712915,5.233782455,10.98156483,3.72474352,3.195444577,10.50043087,6.087282588,7.630425667,6.689927269,7.126084776,4.618352963,7.797767831,5.377100577,3.91976084,6.193339293,3.167720222,5.765082606,8.113264439,11.27666606,3.337530178,9.183328807,8.359110436,4.192055475,8.356804487,8.510339667,3.963838992,3.922765775,6.53910296,8.184533354,7.226811413,9.303079608,5.519352405,9.493402116,5.942823887,4.023375118,7.60495599,6.817232411,8.022136934,5.523916762,7.113098353,7.276297905,5.805254907,4.620418454,7.028136096,6.300992269,4.599414457,4.834517557,4.439207102,8.309008294,5.976965938,3.266835683,5.558055715,9.341694292,8.33778108,8.014041329,6.067875984,9.9217641,6.18455127,7.456463841
